TIMESTAMP,DATE TIME,SENSORID,PRESSURE
1500249644,2017/07/17 00:00:44,2,-8.6735
1500249654,2017/07/17 00:00:54,2,-8.6705
1500249665,2017/07/17 00:01:05,2,-8.6674
1500249675,2017/07/17 00:01:15,2,-8.6644
1500249685,2017/07/17 00:01:25,2,-8.6598
1500249695,2017/07/17 00:01:35,2,-8.6583
1500249705,2017/07/17 00:01:45,2,-8.6567
1500249715,2017/07/17 00:01:55,2,-8.6537
1500249725,2017/07/17 00:02:05,2,-8.6506
1500249735,2017/07/17 00:02:15,2,-8.6483
1500249745,2017/07/17 00:02:25,2,-8.646
1500249755,2017/07/17 00:02:35,2,-8.6453
1500249765,2017/07/17 00:02:45,2,-8.643
1500249775,2017/07/17 00:02:55,2,-8.6422
1500249785,2017/07/17 00:03:05,2,-8.6399
1500249795,2017/07/17 00:03:15,2,-8.6369
1500249805,2017/07/17 00:03:25,2,-8.6338
1500249815,2017/07/17 00:03:35,2,-8.6315
1500249825,2017/07/17 00:03:45,2,-8.63
1500249835,2017/07/17 00:03:55,2,-8.6277
1500249846,2017/07/17 00:04:06,2,-8.6269
1500249856,2017/07/17 00:04:16,2,-8.6246
1500249866,2017/07/17 00:04:26,2,-8.6216
1500249875,2017/07/17 00:04:35,2,-8.6216
1500249886,2017/07/17 00:04:46,2,-8.6208
1500249896,2017/07/17 00:04:56,2,-8.6177
1500249906,2017/07/17 00:05:06,2,-8.6154
1500249916,2017/07/17 00:05:16,2,-8.6131
1500249926,2017/07/17 00:05:26,2,-8.6116
1500249936,2017/07/17 00:05:36,2,-8.6093
1500249946,2017/07/17 00:05:46,2,-8.6063
1500249956,2017/07/17 00:05:56,2,-8.6032
1500249966,2017/07/17 00:06:06,2,-8.6002
1500249976,2017/07/17 00:06:16,2,-8.5971
1500249987,2017/07/17 00:06:27,2,-8.5956
1500249997,2017/07/17 00:06:37,2,-8.594
1500250007,2017/07/17 00:06:47,2,-8.591
1500250017,2017/07/17 00:06:57,2,-8.5879
1500250027,2017/07/17 00:07:07,2,-8.5872
1500250037,2017/07/17 00:07:17,2,-8.5849
1500250047,2017/07/17 00:07:27,2,-8.5833
1500250057,2017/07/17 00:07:37,2,-8.5818
1500250068,2017/07/17 00:07:48,2,-8.581
1500250078,2017/07/17 00:07:58,2,-8.5787
1500250088,2017/07/17 00:08:08,2,-8.578
1500250098,2017/07/17 00:08:18,2,-8.5765
1500250108,2017/07/17 00:08:28,2,-8.5726
1500250118,2017/07/17 00:08:38,2,-8.5696
1500250128,2017/07/17 00:08:48,2,-8.5696
1500250139,2017/07/17 00:08:59,2,-8.5665
1500250149,2017/07/17 00:09:09,2,-8.5657
1500250159,2017/07/17 00:09:19,2,-8.5635
1500250169,2017/07/17 00:09:29,2,-8.5627
1500250179,2017/07/17 00:09:39,2,-8.5604
1500250189,2017/07/17 00:09:49,2,-8.5573
1500250199,2017/07/17 00:09:59,2,-8.5566
1500250209,2017/07/17 00:10:09,2,-8.5543
1500250219,2017/07/17 00:10:19,2,-8.5512
1500250229,2017/07/17 00:10:29,2,-8.5489
1500250240,2017/07/17 00:10:40,2,-8.5451
1500250250,2017/07/17 00:10:50,2,-8.5428
1500250260,2017/07/17 00:11:00,2,-8.5413
1500250270,2017/07/17 00:11:10,2,-8.539
1500250280,2017/07/17 00:11:20,2,-8.5375
1500250290,2017/07/17 00:11:30,2,-8.5352
1500250300,2017/07/17 00:11:40,2,-8.5329
1500250310,2017/07/17 00:11:50,2,-8.5321
1500250320,2017/07/17 00:12:00,2,-8.5291
1500250330,2017/07/17 00:12:10,2,-8.5268
1500250340,2017/07/17 00:12:20,2,-8.5268
1500250350,2017/07/17 00:12:30,2,-8.5237
1500250360,2017/07/17 00:12:40,2,-8.5206
1500250371,2017/07/17 00:12:51,2,-8.5199
1500250381,2017/07/17 00:13:01,2,-8.5176
1500250391,2017/07/17 00:13:11,2,-8.5145
1500250401,2017/07/17 00:13:21,2,-8.5122
1500250411,2017/07/17 00:13:31,2,-8.5099
1500250421,2017/07/17 00:13:41,2,-8.5084
1500250431,2017/07/17 00:13:51,2,-8.5054
1500250441,2017/07/17 00:14:01,2,-8.5046
1500250451,2017/07/17 00:14:11,2,-8.5023
1500250461,2017/07/17 00:14:21,2,-8.5008
1500250471,2017/07/17 00:14:31,2,-8.4992
1500250481,2017/07/17 00:14:41,2,-8.4969
1500250491,2017/07/17 00:14:51,2,-8.4954
1500250501,2017/07/17 00:15:01,2,-8.4931
1500250511,2017/07/17 00:15:11,2,-8.4901
1500250521,2017/07/17 00:15:21,2,-8.4878
1500250532,2017/07/17 00:15:32,2,-8.4847
