TIMESTAMP,DATE TIME,SENSORID,PRESSURE
1502755214,2017/08/15 00:00:14,2,-8.6606
1502755224,2017/08/15 00:00:24,2,-8.6575
1502755234,2017/08/15 00:00:34,2,-8.6552
1502755244,2017/08/15 00:00:44,2,-8.6544
1502755254,2017/08/15 00:00:54,2,-8.6521
1502755264,2017/08/15 00:01:04,2,-8.6498
1502755274,2017/08/15 00:01:14,2,-8.6483
1502755284,2017/08/15 00:01:24,2,-8.646
1502755294,2017/08/15 00:01:34,2,-8.646
1502755304,2017/08/15 00:01:44,2,-8.643
1502755314,2017/08/15 00:01:54,2,-8.6422
1502755324,2017/08/15 00:02:04,2,-8.6399
1502755335,2017/08/15 00:02:15,2,-8.6384
1502755344,2017/08/15 00:02:24,2,-8.6346
1502755355,2017/08/15 00:02:35,2,-8.6338
1502755365,2017/08/15 00:02:45,2,-8.6307
1502755375,2017/08/15 00:02:55,2,-8.6277
1502755385,2017/08/15 00:03:05,2,-8.6254
1502755395,2017/08/15 00:03:15,2,-8.6231
1502755406,2017/08/15 00:03:26,2,-8.62
1502755415,2017/08/15 00:03:35,2,-8.617
1502755426,2017/08/15 00:03:46,2,-8.6147
1502755435,2017/08/15 00:03:55,2,-8.6116
1502755446,2017/08/15 00:04:06,2,-8.6078
1502755456,2017/08/15 00:04:16,2,-8.6032
1502755466,2017/08/15 00:04:26,2,-8.5986
1502755476,2017/08/15 00:04:36,2,-8.5948
1502755486,2017/08/15 00:04:46,2,-8.591
1502755496,2017/08/15 00:04:56,2,-8.5879
1502755506,2017/08/15 00:05:06,2,-8.5841
1502755516,2017/08/15 00:05:16,2,-8.5803
1502755526,2017/08/15 00:05:26,2,-8.578
1502755537,2017/08/15 00:05:37,2,-8.5719
1502755546,2017/08/15 00:05:46,2,-8.568
1502755557,2017/08/15 00:05:57,2,-8.5642
1502755567,2017/08/15 00:06:07,2,-8.5604
1502755577,2017/08/15 00:06:17,2,-8.5566
1502755587,2017/08/15 00:06:27,2,-8.552
1502755597,2017/08/15 00:06:37,2,-8.5466
1502755607,2017/08/15 00:06:47,2,-8.5436
1502755617,2017/08/15 00:06:57,2,-8.5398
1502755627,2017/08/15 00:07:07,2,-8.5375
1502755637,2017/08/15 00:07:17,2,-8.5344
1502755647,2017/08/15 00:07:27,2,-8.5313
1502755658,2017/08/15 00:07:38,2,-8.5283
1502755668,2017/08/15 00:07:48,2,-8.5252
