TIMESTAMP,DATE,TANK NUM,FUEL HEIGHT,WATER HEIGHT,TEMP 1,TEMP 2,TEMP 3,TEMP 4,TEMP 5,TEMP 6
1501460704,2017/07/31 00:25:04,1,69.3314,0.0,74.8290,75.4558,75.6889,75.3438,75.9904,79.2285
1501460709,2017/07/31 00:25:09,1,69.3314,0.0,74.8285,75.4557,75.6888,75.3437,75.9904,79.2280
1501460714,2017/07/31 00:25:14,1,69.3309,0.0,74.8285,75.4557,75.6888,75.3437,75.9904,79.2280
1501460719,2017/07/31 00:25:19,1,69.3314,0.0,74.8283,75.4560,75.6895,75.3444,75.9906,79.2278
1501460724,2017/07/31 00:25:24,1,69.3324,0.0,74.8283,75.4560,75.6895,75.3444,75.9906,79.2278
1501460729,2017/07/31 00:25:29,1,69.3309,0.0,74.8283,75.4560,75.6895,75.3444,75.9906,79.2264
1501460734,2017/07/31 00:25:34,1,69.3314,0.0,74.8283,75.4560,75.6895,75.3444,75.9906,79.2264
1501460739,2017/07/31 00:25:39,1,69.332,0.0,74.8287,75.4564,75.6890,75.3435,75.9906,79.2260
1501460744,2017/07/31 00:25:44,1,69.3319,0.0,74.8287,75.4564,75.6890,75.3435,75.9906,79.2260
1501460749,2017/07/31 00:25:49,1,69.3314,0.0,74.8307,75.4571,75.6893,75.3437,75.9909,79.2258
1501460754,2017/07/31 00:25:54,1,69.332,0.0,74.8307,75.4571,75.6893,75.3437,75.9909,79.2258
1501460759,2017/07/31 00:25:59,1,69.3319,0.0,74.8311,75.4567,75.6893,75.3442,75.9904,79.2253
1501460764,2017/07/31 00:26:04,1,69.3319,0.0,74.8311,75.4567,75.6893,75.3442,75.9904,79.2253
1501460769,2017/07/31 00:26:09,1,69.3314,0.0,74.8317,75.4564,75.6886,75.3448,75.9906,79.2255
1501460774,2017/07/31 00:26:14,1,69.332,0.0,74.8317,75.4564,75.6886,75.3448,75.9906,79.2255
1501460779,2017/07/31 00:26:19,1,69.3319,0.0,74.8326,75.4569,75.6890,75.3452,75.9910,79.2255
1501460784,2017/07/31 00:26:24,1,69.3309,0.0,74.8326,75.4569,75.6890,75.3452,75.9910,79.2255
1501460789,2017/07/31 00:26:29,1,69.3319,0.0,74.8335,75.4569,75.6886,75.3448,75.9906,79.2242
1501460794,2017/07/31 00:26:34,1,69.3319,0.0,74.8335,75.4569,75.6886,75.3448,75.9906,79.2242
1501460799,2017/07/31 00:26:39,1,69.3314,0.0,74.8329,75.4567,75.6884,75.3446,75.9909,79.2241
1501460804,2017/07/31 00:26:44,1,69.3319,0.0,74.8329,75.4567,75.6884,75.3446,75.9909,79.2241
1501460809,2017/07/31 00:26:49,1,69.3314,0.0,74.8331,75.4557,75.6883,75.3440,75.9894,79.2239
1501460814,2017/07/31 00:26:54,1,69.3309,0.0,74.8331,75.4557,75.6883,75.3440,75.9894,79.2239
1501460819,2017/07/31 00:26:59,1,69.3307,0.0,74.8331,75.4557,75.6883,75.3440,75.9894,79.2239
1501460824,2017/07/31 00:27:04,1,69.3318,0.0,74.8337,75.4544,75.6879,75.3445,75.9899,79.2240
1501460829,2017/07/31 00:27:09,1,69.3309,0.0,74.8337,75.4553,75.6875,75.3445,75.9891,79.2231
1501460834,2017/07/31 00:27:14,1,69.332,0.0,74.8337,75.4553,75.6875,75.3445,75.9891,79.2231
1501460839,2017/07/31 00:27:19,1,69.3314,0.0,74.8337,75.4553,75.6875,75.3445,75.9891,79.2231
1501460844,2017/07/31 00:27:24,1,69.3314,0.0,74.8345,75.4549,75.6866,75.3441,75.9899,79.2218
1501460849,2017/07/31 00:27:29,1,69.3314,0.0,74.8345,75.4549,75.6866,75.3441,75.9899,79.2218
1501460854,2017/07/31 00:27:34,1,69.3314,0.0,74.8349,75.4552,75.6865,75.3445,75.9894,79.2212
1501460859,2017/07/31 00:27:39,1,69.3324,0.0,74.8349,75.4552,75.6865,75.3445,75.9894,79.2212
1501460864,2017/07/31 00:27:44,1,69.3314,0.0,74.8349,75.4553,75.6871,75.3445,75.9899,79.2204
1501460869,2017/07/31 00:27:49,1,69.3309,0.0,74.8349,75.4553,75.6871,75.3445,75.9899,79.2204
1501460874,2017/07/31 00:27:54,1,69.3326,0.0,74.8346,75.4554,75.6867,75.3451,75.9896,79.2201
1501460879,2017/07/31 00:27:59,1,69.3314,0.0,74.8346,75.4554,75.6867,75.3451,75.9896,79.2201
1501460884,2017/07/31 00:28:04,1,69.3319,0.0,74.8337,75.4549,75.6875,75.3450,75.9899,79.2195
1501460889,2017/07/31 00:28:09,1,69.3309,0.0,74.8337,75.4549,75.6875,75.3450,75.9899,79.2195
